x
ANA	0.236108458956905
ARI	0.123249377599112
ATL	0.0283561083487207
BAL	0.0487853264150476
BOS	0.467767373753392
CHA	0.22444336830817
CHN	0.190811403055841
CIN	0.0649059548124025
CLE	0.260772152700879
COL	0.125681620980672
DET	0.295385002035586
FLO	0.061080719465377
HOU	0.300717487292029
KCA	0.0471470293549076
LAN	0.0677399859247845
MIA	0.00374570306725324
MIL	0.100827857601319
MIN	0.232353989617958
MON	0.0263543889036669
NYA	0.14431639199451
NYN	0.226614152472057
OAK	0.0258833605849029
PHI	0.342799618124587
PIT	0.058710972745756
SDN	0.0642322573995439
SEA	0.355693707411185
SFN	0.142473622988319
SLN	0.117477671087809
TBA	0.082901745072577
TEX	0.0676754901806815
TOR	0.0866892285630657
WAS	0.0820069354131304
