x
ANA	0.43418004535168
ARI	0.169671024710962
ATL	0.00783337532523408
BAL	0.078791093136122
BOS	0.380367888176739
CHA	0.00126248255677547
CHN	0.0313979248198313
CIN	0.00629899943918537
CLE	0.22180689106949
COL	0.0052456775976585
DET	0.349764216910258
FLO	0.0240768733702454
HOU	0.339828760254387
KCA	0.0226192535573782
LAN	0.0334588611264949
MIA	0.042893193027867
MIL	0.118237526368878
MIN	0.189327469502954
MON	0.0200398488188521
NYA	0.0621576026075875
NYN	0.157031166354434
OAK	0.0780871164489472
PHI	0.346759409267675
PIT	0.00622876061154844
SDN	0.0343986485129594
SEA	0.450994119428591
SFN	0.00316320481972732
SLN	0.0853892588344315
TBA	0.0748824932841373
TEX	0.0572626939739207
TOR	0.0256165404286792
WAS	0.0125194966974904
