x
ANA	0.0347482534583293
ARI	0.101502533314394
ATL	0.00012675787464522
BAL	0.0188904089380493
BOS	0.131801448484218
CHA	0.0485525985791
CHN	0.117299088561138
CIN	0.0353115271804136
CLE	0.0954231053679377
COL	0.0790343075735551
DET	0.350270172235404
FLO	0.0670204307890654
HOU	0.353463245920904
KCA	0.0251099547979896
LAN	2.44361157985698e-05
MIA	0.0428931930278696
MIL	0.183222562247436
MIN	0.00042672331545196
MON	0.0291499701723163
NYA	0.0129941878670234
NYN	0.260319308789764
OAK	0.0990772754593628
PHI	0.35360372529319
PIT	0.0468063894826246
SDN	0.0185147460547628
SEA	0.261485117708058
SFN	0.138636935495208
SLN	0.000450914438996751
TBA	0.0706140725500159
TEX	0.126708575564601
TOR	0.00197241809005331
WAS	0.225957742091233
