x
ANA	0.513188514250535
ARI	0.270972266059202
ATL	0.0337696891999863
BAL	0.16516777058181
BOS	0.659339215713545
CHA	0.273676777329303
CHN	0.258608646778163
CIN	0.101667450819665
CLE	0.360312943174322
COL	0.199972627545169
DET	0.490407265221237
FLO	0.137827686252662
HOU	0.448420368725106
KCA	0.0734926144304556
LAN	0.10265998541911
MIA	0.0882923722569727
MIL	0.246290569346949
MIN	0.343524408542571
MON	0.0727115879881151
NYA	0.19973708739004
NYN	0.415764686523609
OAK	0.144793626434122
PHI	0.514161101091295
PIT	0.108440988232335
SDN	0.100345535592826
SEA	0.505938603164981
SFN	0.290804228285663
SLN	0.180536615483369
TBA	0.131882785283084
TEX	0.167360078123608
TOR	0.111401867997726
WAS	0.275984128630932
