x
ANA	0.367541077358308
ARI	0.0660733964424063
ATL	0.00133830365776152
BAL	0.0213907191205511
BOS	0.366798715459319
CHA	0.0560783566374774
CHN	0.0711469653372396
CIN	0.038586237506344
CLE	0.0128387019796749
COL	0.0983003287497876
DET	0.415222383924247
FLO	0.0348298418853095
HOU	0.249922288935814
KCA	0.0190921829097528
LAN	0.0251538585128375
MIA	0.0428931930278683
MIL	0.193495160227972
MIN	0.316283707978379
MON	0.0719127314460741
NYA	0.0376602715270027
NYN	0.0879145406284969
OAK	0.0140743143699444
PHI	0.235366383868883
PIT	0.0831261994265503
SDN	0.0309330733190082
SEA	0.0160229537618629
SFN	0.000936586987728035
SLN	0.060321355743472
TBA	0.0824118844020962
TEX	0.0842527942524635
TOR	0.0738458023656533
WAS	0.136582643752394
