x
ANA	0.366912049343991
ARI	0.169671024710962
ATL	0.00141271834941058
BAL	0.0844653089772648
BOS	0.380367888176739
CHA	0.00204454231891371
CHN	0.00491129138511499
CIN	0.0121398738244978
CLE	0.234686987743642
COL	0.00759751005067277
DET	0.351409841569654
FLO	0.0133740716094055
HOU	0.339828760254387
KCA	0.0310894279811484
LAN	0.0334588611264949
MIA	0.042893193027867
MIL	0.116080796307916
MIN	0.186404890589934
MON	0.0200398488188521
NYA	0.0286589132439987
NYN	0.073911130026829
OAK	0.0848777074247529
PHI	0.312372953014278
PIT	0.0148799478493343
SDN	0.0411787339981679
SEA	0.410235928726304
SFN	0.00229484669110612
SLN	0.0859998550718603
TBA	0.0770879585996336
TEX	0.0571300605723259
TOR	0.0302103687542581
WAS	0.00307902258123984
