x
ANA	0.193538031088995
ARI	0.123249377599112
ATL	0.0512236301618324
BAL	0.0524073847197554
BOS	0.467767373753392
CHA	0.186134584135771
CHN	0.0279632754659171
CIN	0.0403046418171023
CLE	0.232479037429794
COL	0.090911678624319
DET	0.311139119212034
FLO	0.0475892916200122
HOU	0.300717487292029
KCA	0.0213022143931564
LAN	0.0677399859247845
MIA	0.00374570306725324
MIL	0.0955559008254367
MIN	0.241651130500917
MON	0.0263543889036669
NYA	0.151620312549794
NYN	0.111787900045014
OAK	0.0288124328325707
PHI	0.26974346260662
PIT	0.0472705941766852
SDN	0.0700803495574596
SEA	0.319699734307962
SFN	0.042758510196075
SLN	0.0809413488718514
TBA	0.077453140174317
TEX	0.0483480196453182
TOR	0.0844926362797713
WAS	0.0584483373381646
