x
ANA	0.011816658592467
ARI	0.101502533314394
ATL	0.00663761738828167
BAL	0.0189921772121756
BOS	0.131801448484218
CHA	0.0468304777094443
CHN	0.0174496787801248
CIN	0.0275994588941836
CLE	0.0718948216389193
COL	0.0550896354700154
DET	0.349982757867307
FLO	0.0459252373680474
HOU	0.353463245920904
KCA	0.0313104383925658
LAN	2.44361157985698e-05
MIA	0.0428931930278696
MIL	0.182661596279559
MIN	0.00101327612161874
MON	0.0291499701723163
NYA	0.00328044878076988
NYN	0.180205082313908
OAK	0.0943668655582361
PHI	0.310550966124357
PIT	0.0291704771844265
SDN	0.0182009659034874
SEA	0.233985633261321
SFN	0.0524109518493357
SLN	2.4231157528695e-05
TBA	0.07302143236369
TEX	0.123471256937985
TOR	0.00241544174691533
WAS	0.191304282118979
